Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Dry chillies,2018,Whole Year ,Manipur,525,4044,1196.9,85155,183.75,8.655
Ginger,2018,Kharif     ,Manipur,5493,79657,1196.9,890964.6,1922.55,12.255
Gram,2018,Rabi       ,Manipur,849,786,1196.9,137707.8,297.15,0.925555556
Groundnut,2018,Kharif     ,Manipur,3216,2996,1196.9,521635.2,1125.6,0.934444444
Maize,2018,Kharif     ,Manipur,19160,41020,1196.9,3107752,6706,2.253333333
Maize,2018,Rabi       ,Manipur,7220,17140,1196.9,1171084,2527,2.371111111
Masoor,2018,Rabi       ,Manipur,758,700,1196.9,122947.6,265.3,0.92
Moong(Green Gram),2018,Kharif     ,Manipur,456,482,1196.9,73963.2,159.6,1.053333333
Other  Rabi pulses,2018,Rabi       ,Manipur,6298,5883,1196.9,1021535.6,2204.3,0.928888889
Other Kharif pulses,2018,Kharif     ,Manipur,1484,1551,1196.9,240704.8,519.4,1.038888889
Peas & beans (Pulses),2018,Rabi       ,Manipur,18345,17191,1196.9,2975559,6420.75,0.93
Potato,2018,Whole Year ,Manipur,15550,128070,1196.9,2522210,5442.5,8.283333333
Rapeseed &Mustard,2018,Rabi       ,Manipur,29530,24800,1196.9,4789766,10335.5,0.845555556
Rice,2018,Kharif     ,Manipur,233500,602430,1196.9,37873700,81725,2.232222222
Soyabean,2018,Kharif     ,Manipur,4904,4415,1196.9,795428.8,1716.4,0.903333333
Sugarcane,2018,Whole Year ,Manipur,5450,315070,1196.9,883990,1907.5,54.30666667
Turmeric,2018,Whole Year ,Manipur,2504,30325,1196.9,406148.8,876.4,12.485
Urad,2018,Kharif     ,Manipur,1372,1379,1196.9,222538.4,480.2,1.035555556
Wheat,2018,Rabi       ,Manipur,2290,5730,1196.9,371438,801.5,2.395555556
Arhar/Tur,2018,Kharif     ,Mizoram,283,290,1665.2,45902.6,99.05,1.147142857
Arhar/Tur,2018,Rabi       ,Mizoram,46,41,1665.2,7461.2,16.1,0.89
Cotton(lint),2018,Kharif     ,Mizoram,43,24,1665.2,6974.6,15.05,0.573333333
Cowpea(Lobia),2018,Kharif     ,Mizoram,1053,2118,1665.2,170796.6,368.55,1.53125
Cowpea(Lobia),2018,Rabi       ,Mizoram,96,176,1665.2,15571.2,33.6,2.1025
Maize,2018,Kharif     ,Mizoram,5733,10300,1665.2,929892.6,2006.55,1.79125
Maize,2018,Rabi       ,Mizoram,430,670,1665.2,69746,150.5,1.643333333
Onion,2018,Rabi       ,Mizoram,19,64,1665.2,3081.8,6.65,4.2925
Other  Rabi pulses,2018,Rabi       ,Mizoram,1475,2290,1665.2,239245,516.25,1.6025
Other Kharif pulses,2018,Kharif     ,Mizoram,716,974,1665.2,116135.2,250.6,1.34625
Potato,2018,Kharif     ,Mizoram,61,253,1665.2,9894.2,21.35,3.94
Potato,2018,Rabi       ,Mizoram,73,256,1665.2,11840.6,25.55,3.823333333
Rapeseed &Mustard,2018,Kharif     ,Mizoram,25,15,1665.2,4055,8.75,0.68
Rapeseed &Mustard,2018,Rabi       ,Mizoram,504,396,1665.2,81748.8,176.4,0.74
Rice,2018,Autumn     ,Mizoram,18957,23372,1665.2,3074825.4,6634.95,1.215
Rice,2018,Kharif     ,Mizoram,16133,35678,1665.2,2616772.6,5646.55,2.1975
Rice,2018,Rabi       ,Mizoram,460,960,1665.2,74612,161,2.115
Sesamum,2018,Kharif     ,Mizoram,770,594,1665.2,124894,269.5,0.785
Soyabean,2018,Kharif     ,Mizoram,1012,1752,1665.2,164146.4,354.2,1.465
Sugarcane,2018,Whole Year ,Mizoram,1462,44260,1665.2,237136.4,511.7,25.81
Tapioca,2018,Kharif     ,Mizoram,154,1795,1665.2,24978.8,53.9,11.022
Tobacco,2018,Kharif     ,Mizoram,340,418,1665.2,55148,119,1.0675
Arhar/Tur,2018,Kharif     ,Nagaland,3210,2920,1372.7,520662,1123.5,0.907272727
Bajra,2018,Kharif     ,Nagaland,710,720,1372.7,115162,248.5,0.995454545
Barley,2018,Rabi       ,Nagaland,560,580,1372.7,90832,196,1.033636364
Castor seed,2018,Kharif     ,Nagaland,360,240,1372.7,58392,126,0.605555556
Cotton(lint),2018,Kharif     ,Nagaland,130,80,1372.7,21086,45.5,0.615
Cowpea(Lobia),2018,Kharif     ,Nagaland,550,810,1372.7,89210,192.5,1.473333333
Ginger,2018,Kharif     ,Nagaland,3960,36230,1372.7,642312,1386,9.151818182
Gram,2018,Rabi       ,Nagaland,760,640,1372.7,123272,266,0.834545455
Groundnut,2018,Kharif     ,Nagaland,1010,1050,1372.7,163822,353.5,1.031818182
Horse-gram,2018,Kharif     ,Nagaland,540,580,1372.7,87588,189,1.041818182
Jowar,2018,Kharif     ,Nagaland,280,270,1372.7,45416,98,0.966
Jute,2018,Kharif     ,Nagaland,3080,5870,1372.7,499576,1078,1.9025
Linseed,2018,Rabi       ,Nagaland,5850,4760,1372.7,948870,2047.5,0.810909091
Maize,2018,Kharif     ,Nagaland,63710,126270,1372.7,10333762,22298.5,1.981818182
Maize,2018,Rabi       ,Nagaland,5360,10630,1372.7,869392,1876,1.983333333
Masoor,2018,Rabi       ,Nagaland,2180,1790,1372.7,353596,763,0.822222222
Mesta,2018,Kharif     ,Nagaland,1930,2130,1372.7,313046,675.5,1.090909091
Moong(Green Gram),2018,Kharif     ,Nagaland,480,500,1372.7,77856,168,1.026666667
Niger seed,2018,Kharif     ,Nagaland,33050,37020,1372.7,5360710,11567.5,1.089090909
Niger seed,2018,Rabi       ,Nagaland,35640,33980,1372.7,5780808,12474,0.96
Other  Rabi pulses,2018,Rabi       ,Nagaland,10780,13730,1372.7,1748516,3773,1.278888889
Other Cereals,2018,Kharif     ,Nagaland,1270,1320,1372.7,205994,444.5,1.041111111
Other Cereals,2018,Rabi       ,Nagaland,450,460,1372.7,72990,157.5,1.011818182
Other Kharif pulses,2018,Kharif     ,Nagaland,11120,13590,1372.7,1803664,3892,1.206
Peas & beans (Pulses),2018,Kharif     ,Nagaland,2310,3150,1372.7,374682,808.5,1.361
Peas & beans (Pulses),2018,Rabi       ,Nagaland,7270,8010,1372.7,1179194,2544.5,1.101818182
Potato,2018,Rabi       ,Nagaland,7520,75240,1372.7,1219744,2632,9.993636364
Ragi,2018,Kharif     ,Nagaland,350,340,1372.7,56770,122.5,0.982857143
Rapeseed &Mustard,2018,Rabi       ,Nagaland,27470,27800,1372.7,4455634,9614.5,1.011818182
Rice,2018,Kharif     ,Nagaland,208990,519600,1372.7,33898178,73146.5,2.444545455
Rice,2018,Rabi       ,Nagaland,5460,15440,1372.7,885612,1911,2.8275
Sesamum,2018,Kharif     ,Nagaland,3700,2260,1372.7,600140,1295,0.611818182
Small millets,2018,Kharif     ,Nagaland,8820,9970,1372.7,1430604,3087,1.17
Soyabean,2018,Kharif     ,Nagaland,25110,31640,1372.7,4072842,8788.5,1.253636364
Sugarcane,2018,Kharif     ,Nagaland,4440,193180,1372.7,720168,1554,43.50181818
Sunflower,2018,Kharif     ,Nagaland,360,320,1372.7,58392,126,0.898333333
Sunflower,2018,Rabi       ,Nagaland,2320,1420,1372.7,376304,812,0.614
Sweet potato,2018,Kharif     ,Nagaland,1840,15660,1372.7,298448,644,8.510909091
Tapioca,2018,Kharif     ,Nagaland,2620,53080,1372.7,424964,917,20.26454545
Urad,2018,Rabi       ,Nagaland,830,680,1372.7,134626,290.5,0.810909091
Wheat,2018,Rabi       ,Nagaland,3420,6260,1372.7,554724,1197,1.83
other oilseeds,2018,Kharif     ,Nagaland,2510,1510,1372.7,407122,878.5,0.602222222
Arhar/Tur,2018,Kharif     ,Punjab,2300,2400,585.5,373060,805,1.04125
Bajra,2018,Kharif     ,Punjab,1100,700,585.5,178420,385,0.8
Barley,2018,Rabi       ,Punjab,6800,25500,585.5,1102960,2380,3.77
Cotton(lint),2018,Kharif     ,Punjab,267900,1222800,585.5,43453380,93765,4.273333333
Gram,2018,Rabi       ,Punjab,1900,2500,585.5,308180,665,1.2325
Groundnut,2018,Kharif     ,Punjab,1300,2600,585.5,210860,455,2
Guar seed,2018,Kharif     ,Punjab,20400,16900,585.5,3308880,7140,1.086666667
Maize,2018,Kharif     ,Punjab,109200,395900,585.5,17712240,38220,3.54625
Masoor,2018,Rabi       ,Punjab,700,500,585.5,113540,245,0.6875
Moong(Green Gram),2018,Kharif     ,Punjab,3200,2700,585.5,519040,1120,0.882727273
Moong(Green Gram),2018,Rabi       ,Punjab,16300,14100,585.5,2643860,5705,0.853181818
Peas & beans (Pulses),2018,Rabi       ,Punjab,3400,4400,585.5,551480,1190,1.257777778
Rapeseed &Mustard,2018,Rabi       ,Punjab,30500,46500,585.5,4947100,10675,1.476818182
Rice,2018,Kharif     ,Punjab,3103000,12822000,585.5,503306600,1086050,4.011818182
Sesamum,2018,Kharif     ,Punjab,2900,800,585.5,470380,1015,0.34125
Sugarcane,2018,Whole Year ,Punjab,95000,7774000,585.5,15409000,33250,81.23666667
Sunflower,2018,Rabi       ,Punjab,5000,9700,585.5,811000,1750,1.8875
Urad,2018,Kharif     ,Punjab,2000,1100,585.5,324400,700,0.7
Wheat,2018,Rabi       ,Punjab,3520000,18262000,585.5,570944000,1232000,5.068636364
Arhar/Tur,2018,Kharif     ,Telangana,295753,191176,1350.3,47971136.6,103513.55,0.7115625
Arhar/Tur,2018,Rabi       ,Telangana,360,221,1350.3,58392,126,0.675384615
Bajra,2018,Kharif     ,Telangana,519,258,1350.3,84181.8,181.65,0.455714286
Bajra,2018,Rabi       ,Telangana,7459,3706,1350.3,1209849.8,2610.65,0.25
Banana,2018,Kharif     ,Telangana,1518,93466,1350.3,246219.6,531.3,61.47185185
Cashewnut,2018,Kharif     ,Telangana,1509,371,1350.3,244759.8,528.15,0.246666667
Castor seed,2018,Kharif     ,Telangana,19489,14853,1350.3,3161115.8,6821.15,0.724
Castor seed,2018,Rabi       ,Telangana,463,304,1350.3,75098.6,162.05,0.785555556
Coriander,2018,Kharif     ,Telangana,7,7,1350.3,1135.4,2.45,1
Coriander,2018,Rabi       ,Telangana,1005,1004,1350.3,163011,351.75,0.992727273
Cotton(lint),2018,Kharif     ,Telangana,1839735,3847336,1350.3,298405017,643907.25,2.184375
Cowpea(Lobia),2018,Kharif     ,Telangana,1310,1045,1350.3,212482,458.5,0.81
Cowpea(Lobia),2018,Rabi       ,Telangana,3925,4411,1350.3,636635,1373.75,1.134090909
Dry chillies,2018,Kharif     ,Telangana,74559,320087,1350.3,12093469.8,26095.65,4.320967742
Dry chillies,2018,Rabi       ,Telangana,7962,48929,1350.3,1291436.4,2786.7,6.026666667
Garlic,2018,Rabi       ,Telangana,86,220,1350.3,13949.2,30.1,2.463333333
Ginger,2018,Kharif     ,Telangana,1615,11166,1350.3,261953,565.25,6.954
Ginger,2018,Rabi       ,Telangana,8,55,1350.3,1297.6,2.8,6.915
Gram,2018,Rabi       ,Telangana,104391,163835,1350.3,16932220.2,36536.85,1.575
Groundnut,2018,Kharif     ,Telangana,13157,32947,1350.3,2134065.4,4604.95,2.439565217
Groundnut,2018,Rabi       ,Telangana,113355,282189,1350.3,18386181,39674.25,2.329
Horse-gram,2018,Kharif     ,Telangana,144,92,1350.3,23356.8,50.4,0.654
Horse-gram,2018,Rabi       ,Telangana,736,467,1350.3,119379.2,257.6,0.668571429
Jowar,2018,Kharif     ,Telangana,34894,32485,1350.3,5659806.8,12212.9,0.941904762
Jowar,2018,Rabi       ,Telangana,21185,35026,1350.3,3436207,7414.75,1.624230769
Maize,2018,Kharif     ,Telangana,426342,1323976,1350.3,69152672.4,149219.7,3.95625
Maize,2018,Rabi       ,Telangana,116724,759015,1350.3,18932632.8,40853.4,6.026451613
Moong(Green Gram),2018,Kharif     ,Telangana,65643,41307,1350.3,10647294.6,22975.05,0.618
Moong(Green Gram),2018,Rabi       ,Telangana,6648,6301,1350.3,1078305.6,2326.8,0.961923077
Onion,2018,Kharif     ,Telangana,4812,62954,1350.3,780506.4,1684.2,12.82
Onion,2018,Rabi       ,Telangana,7422,216343,1350.3,1203848.4,2597.7,28.15518519
Potato,2018,Kharif     ,Telangana,8,24,1350.3,1297.6,2.8,3
Potato,2018,Rabi       ,Telangana,1939,36016,1350.3,314505.8,678.65,16.048
Ragi,2018,Kharif     ,Telangana,1034,1011,1350.3,167714.8,361.9,0.974285714
Ragi,2018,Rabi       ,Telangana,176,173,1350.3,28547.2,61.6,0.994285714
Rice,2018,Kharif     ,Telangana,1189264,4135049,1350.3,192898620.8,416242.4,3.3065625
Rice,2018,Rabi       ,Telangana,742508,2533895,1350.3,120434797.6,259877.8,3.208125
Safflower,2018,Rabi       ,Telangana,2552,1543,1350.3,413934.4,893.2,0.749
Sesamum,2018,Kharif     ,Telangana,770,132,1350.3,124894,269.5,0.167857143
Sesamum,2018,Rabi       ,Telangana,16893,11831,1350.3,2740044.6,5912.55,0.687727273
Small millets,2018,Kharif     ,Telangana,96,97,1350.3,15571.2,33.6,0.986666667
Small millets,2018,Rabi       ,Telangana,24,24,1350.3,3892.8,8.4,1
Soyabean,2018,Kharif     ,Telangana,148113,234599,1350.3,24023928.6,51839.55,1.544705882
Sugarcane,2018,Kharif     ,Telangana,39824,3169577,1350.3,6459452.8,13938.4,80.47047619
Sunflower,2018,Kharif     ,Telangana,124,243,1350.3,20112.8,43.4,1.98
Sunflower,2018,Rabi       ,Telangana,2414,4733,1350.3,391550.8,844.9,1.984
Sweet potato,2018,Kharif     ,Telangana,6,38,1350.3,973.2,2.1,6.33
Sweet potato,2018,Rabi       ,Telangana,83,527,1350.3,13462.6,29.05,6.35
Tobacco,2018,Kharif     ,Telangana,1150,3423,1350.3,186530,402.5,4.306666667
Tobacco,2018,Rabi       ,Telangana,2891,9132,1350.3,468920.2,1011.85,4.26
Turmeric,2018,Kharif     ,Telangana,53104,345270,1350.3,8613468.8,18586.4,6.31
Urad,2018,Kharif     ,Telangana,26783,22628,1350.3,4344202.6,9374.05,0.862307692
Urad,2018,Rabi       ,Telangana,5289,7828,1350.3,857875.8,1851.15,1.3956
Wheat,2018,Rabi       ,Telangana,4844,9093,1350.3,785696.8,1695.4,1.807
Arhar/Tur,2018,Kharif     ,Tripura,5533,4279,2169.1,897452.6,1936.55,0.7675
Cotton(lint),2018,Kharif     ,Tripura,812,1216,2169.1,131706.4,284.2,1.4175
Cowpea(Lobia),2018,Kharif     ,Tripura,4145,3215,2169.1,672319,1450.75,0.765
Gram,2018,Rabi       ,Tripura,257,172,2169.1,41685.4,89.95,0.67
Groundnut,2018,Kharif     ,Tripura,1257,1670,2169.1,203885.4,439.95,1.31625
Groundnut,2018,Rabi       ,Tripura,994,1430,2169.1,161226.8,347.9,1.43
Jowar,2018,Kharif     ,Tripura,563,450,2169.1,91318.6,197.05,0.77875
Jowar,2018,Rabi       ,Tripura,397,317,2169.1,64393.4,138.95,0.796666667
Jute,2018,Kharif     ,Tripura,656,5838,2169.1,106403.2,229.6,9.015
Khesari,2018,Rabi       ,Tripura,28,18,2169.1,4541.6,9.8,0.652
Maize,2018,Kharif     ,Tripura,13519,17430,2169.1,2192781.8,4731.65,1.3075
Maize,2018,Rabi       ,Tripura,2463,5265,2169.1,399498.6,862.05,2.12375
Masoor,2018,Rabi       ,Tripura,2515,1876,2169.1,407933,880.25,0.73625
Mesta,2018,Kharif     ,Tripura,493,4118,2169.1,79964.6,172.55,8.14625
Moong(Green Gram),2018,Kharif     ,Tripura,2082,1255,2169.1,337700.4,728.7,0.60125
Moong(Green Gram),2018,Rabi       ,Tripura,1961,1303,2169.1,318074.2,686.35,0.66625
Other  Rabi pulses,2018,Rabi       ,Tripura,857,724,2169.1,139005.4,299.95,0.8575
Other Kharif pulses,2018,Kharif     ,Tripura,123,119,2169.1,19950.6,43.05,0.918
Peas & beans (Pulses),2018,Rabi       ,Tripura,3393,2850,2169.1,550344.6,1187.55,0.84
Rapeseed &Mustard,2018,Rabi       ,Tripura,7729,6424,2169.1,1253643.8,2705.15,0.83125
Rice,2018,Autumn     ,Tripura,35340,93453,2169.1,5732148,12369,2.50625
Rice,2018,Kharif     ,Tripura,15382,16267,2169.1,2494960.4,5383.7,1.05375
Rice,2018,Summer     ,Tripura,70742,232551,2169.1,11474352.4,24759.7,3.0775
Rice,2018,Winter     ,Tripura,147900,450930,2169.1,23989380,51765,3.03375
Sesamum,2018,Kharif     ,Tripura,6967,4332,2169.1,1130047.4,2438.45,0.63375
Small millets,2018,Kharif     ,Tripura,583,466,2169.1,94562.6,204.05,0.83875
Soyabean,2018,Kharif     ,Tripura,56,41,2169.1,9083.2,19.6,0.758333333
Soyabean,2018,Rabi       ,Tripura,45,36,2169.1,7299,15.75,0.818
Sugarcane,2018,Whole Year ,Tripura,662,35914,2169.1,107376.4,231.7,55.4425
Urad,2018,Kharif     ,Tripura,2526,1471,2169.1,409717.2,884.1,0.58625
Urad,2018,Rabi       ,Tripura,2334,1634,2169.1,378574.8,816.9,0.69875
Wheat,2018,Rabi       ,Tripura,157,332,2169.1,25465.4,54.95,2.08625
other oilseeds,2018,Rabi       ,Tripura,53,41,2169.1,8596.6,18.55,0.755
Arhar/Tur,2018,Kharif     ,Uttar Pradesh,250575,271683,792.8,40643265,87701.25,1.021111111
Bajra,2018,Kharif     ,Uttar Pradesh,876724,1779291,792.8,142204632.8,306853.4,1.701290323
Banana,2018,Summer     ,Uttar Pradesh,70471,3222568,792.8,11430396.2,24664.85,45.99080645
Barley,2018,Rabi       ,Uttar Pradesh,150880,454980,792.8,24472736,52808,3.080810811
Coriander,2018,Rabi       ,Uttar Pradesh,6635,5259,792.8,1076197,2322.25,0.79421875
Cotton(lint),2018,Kharif     ,Uttar Pradesh,5699,1953,792.8,924377.8,1994.65,0.393333333
Dry chillies,2018,Kharif     ,Uttar Pradesh,13763,12716,792.8,2232358.6,4817.05,0.938333333
Garlic,2018,Rabi       ,Uttar Pradesh,34313,227337,792.8,5565568.6,12009.55,6.654
Ginger,2018,Kharif     ,Uttar Pradesh,904,4294,792.8,146628.8,316.4,4.7475
Gram,2018,Rabi       ,Uttar Pradesh,572383,727945,792.8,92840522.6,200334.05,1.325384615
Groundnut,2018,Kharif     ,Uttar Pradesh,101032,100470,792.8,16387390.4,35361.2,1.026129032
Guar seed,2018,Kharif     ,Uttar Pradesh,2024,1451,792.8,328292.8,708.4,0.7145
Jowar,2018,Kharif     ,Uttar Pradesh,147490,183966,792.8,23922878,51621.5,1.185
Linseed,2018,Rabi       ,Uttar Pradesh,27870,17579,792.8,4520514,9754.5,0.635416667
Maize,2018,Kharif     ,Uttar Pradesh,673768,1392479,792.8,109285169.6,235818.8,1.9284
Maize,2018,Rabi       ,Uttar Pradesh,13442,37694,792.8,2180292.4,4704.7,2.801395349
Maize,2018,Summer     ,Uttar Pradesh,45815,94700,792.8,7431193,16035.25,2.061333333
Masoor,2018,Rabi       ,Uttar Pradesh,475681,488137,792.8,77155458.2,166488.35,1.00472973
Moong(Green Gram),2018,Kharif     ,Uttar Pradesh,50515,21427,792.8,8193533,17680.25,0.486231884
Moong(Green Gram),2018,Summer     ,Uttar Pradesh,41462,34413,792.8,6725136.4,14511.7,0.794444444
Onion,2018,Rabi       ,Uttar Pradesh,14729,227984,792.8,2389043.8,5155.15,15.80146667
Onion,2018,Summer     ,Uttar Pradesh,12749,150144,792.8,2067887.8,4462.15,11.87676056
Peas & beans (Pulses),2018,Rabi       ,Uttar Pradesh,333220,539012,792.8,54048284,116627,1.507702703
Potato,2018,Rabi       ,Uttar Pradesh,571399,17056711,792.8,92680917.8,199989.65,27.7596
Rapeseed &Mustard,2018,Rabi       ,Uttar Pradesh,753181,1117198,792.8,122165958.2,263613.35,1.237733333
Rice,2018,Kharif     ,Uttar Pradesh,5894983,15932429,792.8,956166242.6,2063244.05,2.6056
Rice,2018,Summer     ,Uttar Pradesh,29145,87266,792.8,4727319,10200.75,2.662631579
Sannhamp,2018,Kharif     ,Uttar Pradesh,1770,340,792.8,287094,619.5,0.164193548
Sesamum,2018,Kharif     ,Uttar Pradesh,327257,74028,792.8,53081085.4,114539.95,0.216901408
Small millets,2018,Kharif     ,Uttar Pradesh,6078,4589,792.8,985851.6,2127.3,0.75
Small millets,2018,Summer     ,Uttar Pradesh,63,57,792.8,10218.6,22.05,0.95
Soyabean,2018,Kharif     ,Uttar Pradesh,22722,20472,792.8,3685508.4,7952.7,0.902307692
Sugarcane,2018,Kharif     ,Uttar Pradesh,2223805,179698158,792.8,360701171,778331.75,68.77786667
Sunflower,2018,Summer     ,Uttar Pradesh,1245,1699,792.8,201939,435.75,1.359090909
Sweet potato,2018,Kharif     ,Uttar Pradesh,15693,180243,792.8,2545404.6,5492.55,11.44955882
Tobacco,2018,Rabi       ,Uttar Pradesh,25327,54342,792.8,4108039.4,8864.45,2.135416667
Tobacco,2018,Summer     ,Uttar Pradesh,1025,2472,792.8,166255,358.75,2.37875
Turmeric,2018,Rabi       ,Uttar Pradesh,1420,1913,792.8,230324,497,1.254230769
Urad,2018,Kharif     ,Uttar Pradesh,521486,289614,792.8,84585029.2,182520.1,0.672297297
Urad,2018,Summer     ,Uttar Pradesh,45514,35754,792.8,7382370.8,15929.9,0.82265625
Wheat,2018,Rabi       ,Uttar Pradesh,9855900,38039724,792.8,1598626980,3449565,3.8556
Arhar/Tur,2018,Kharif     ,Uttarakhand,3199,2571,1373,518877.8,1119.65,0.745833333
Barley,2018,Rabi       ,Uttarakhand,18926,27023,1373,3069797.2,6624.1,1.435384615
Garlic,2018,Whole Year ,Uttarakhand,4384,32761,1373,711084.8,1534.4,6.039130435
Gram,2018,Rabi       ,Uttarakhand,795,646,1373,128949,278.25,0.76
Groundnut,2018,Kharif     ,Uttarakhand,709,735,1373,114999.8,248.15,1.025
Horse-gram,2018,Kharif     ,Uttarakhand,12898,11419,1373,2092055.6,4514.3,0.885454545
Linseed,2018,Rabi       ,Uttarakhand,13,13,1373,2108.6,4.55,1
Maize,2018,Kharif     ,Uttarakhand,21266,40107,1373,3449345.2,7443.1,1.77
Maize,2018,Summer     ,Uttarakhand,118,166,1373,19139.6,41.3,1.656
Masoor,2018,Rabi       ,Uttarakhand,8981,7891,1373,1456718.2,3143.35,0.848461538
Moong(Green Gram),2018,Kharif     ,Uttarakhand,1,1,1373,162.2,0.35,1
Moth,2018,Kharif     ,Uttarakhand,20,9,1373,3244,7,0.48
Onion,2018,Whole Year ,Uttarakhand,3345,53748,1373,542559,1170.75,16.14384615
Other  Rabi pulses,2018,Rabi       ,Uttarakhand,5,3,1373,811,1.75,0.666666667
Other Cereals,2018,Kharif     ,Uttarakhand,768,407,1373,124569.6,268.8,0.561428571
Other Cereals,2018,Rabi       ,Uttarakhand,755,568,1373,122461,264.25,0.74
Other Kharif pulses,2018,Kharif     ,Uttarakhand,14373,15537,1373,2331300.6,5030.55,1.035454545
Other Summer Pulses,2018,Summer     ,Uttarakhand,3,2,1373,486.6,1.05,0.67
Peas & beans (Pulses),2018,Rabi       ,Uttarakhand,5552,5551,1373,900534.4,1943.2,0.718461538
Potato,2018,Kharif     ,Uttarakhand,6970,69123,1373,1130534,2439.5,10.553
Potato,2018,Rabi       ,Uttarakhand,4955,60075,1373,803701,1734.25,11.87384615
Ragi,2018,Kharif     ,Uttarakhand,94004,114457,1373,15247448.8,32901.4,1.364545455
Rapeseed &Mustard,2018,Rabi       ,Uttarakhand,13144,12258,1373,2131956.8,4600.4,0.863076923
Rice,2018,Kharif     ,Uttarakhand,243666,574963,1373,39522625.2,85283.1,1.804615385
Rice,2018,Summer     ,Uttarakhand,15682,51570,1373,2543620.4,5488.7,3.283333333
Sesamum,2018,Kharif     ,Uttarakhand,1848,550,1373,299745.6,646.8,0.260833333
Small millets,2018,Kharif     ,Uttarakhand,53829,68899,1373,8731063.8,18840.15,1.236363636
Soyabean,2018,Kharif     ,Uttarakhand,9054,9681,1373,1468558.8,3168.9,0.959166667
Sugarcane,2018,Whole Year ,Uttarakhand,92863,6459016,1373,15062378.6,32502.05,73.1
Sunflower,2018,Kharif     ,Uttarakhand,5,3,1373,811,1.75,0.6
Sunflower,2018,Summer     ,Uttarakhand,3,3,1373,486.6,1.05,1
Tobacco,2018,Whole Year ,Uttarakhand,1,2,1373,162.2,0.35,2
Turmeric,2018,Whole Year ,Uttarakhand,1308,4092,1373,212157.6,457.8,2.91
Urad,2018,Kharif     ,Uttarakhand,12491,10727,1373,2026040.2,4371.85,0.950769231
Urad,2018,Summer     ,Uttarakhand,49,32,1373,7947.8,17.15,0.825
Wheat,2018,Rabi       ,Uttarakhand,307452,927657,1373,49868714.4,107608.2,2.349230769
other oilseeds,2018,Kharif     ,Uttarakhand,17,16,1373,2757.4,5.95,0.8225
other oilseeds,2018,Rabi       ,Uttarakhand,8,5,1373,1297.6,2.8,0.583333333
Arhar/Tur,2018,Rabi       ,West Bengal,3605,5564,2012.6,584731,1261.75,1.621875
Bajra,2018,Kharif     ,West Bengal,71,29,2012.6,11516.2,24.85,0.41
Barley,2018,Rabi       ,West Bengal,665,1009,2012.6,107863,232.75,1.4925
Castor seed,2018,Kharif     ,West Bengal,19,11,2012.6,3081.8,6.65,0.58
Coconut ,2018,Whole Year ,West Bengal,30815,385025000,2012.6,4998193,10785.25,12018.40727
Cotton(lint),2018,Kharif     ,West Bengal,360,1753,2012.6,58392,126,4.87
Gram,2018,Rabi       ,West Bengal,35907,42338,2012.6,5824115.4,12567.45,1.097
Groundnut,2018,Autumn     ,West Bengal,3917,3856,2012.6,635337.4,1370.95,1.301666667
Groundnut,2018,Rabi       ,West Bengal,9748,18896,2012.6,1581125.6,3411.8,1.654375
Groundnut,2018,Summer     ,West Bengal,53347,165221,2012.6,8652883.4,18671.45,2.840555556
Horse-gram,2018,Rabi       ,West Bengal,1405,697,2012.6,227891,491.75,0.568571429
Jowar,2018,Autumn     ,West Bengal,64,30,2012.6,10380.8,22.4,0.47
Jute,2018,Kharif     ,West Bengal,518259,6669698,2012.6,84061609.8,181390.65,25.43055556
Khesari,2018,Rabi       ,West Bengal,92500,72804,2012.6,15003500,32375,0.858095238
Linseed,2018,Rabi       ,West Bengal,3945,1759,2012.6,639879,1380.75,0.437058824
Maize,2018,Autumn     ,West Bengal,53660,182239,2012.6,8703652,18781,3.236666667
Maize,2018,Rabi       ,West Bengal,102911,745795,2012.6,16692164.2,36018.85,4.09
Maize,2018,Summer     ,West Bengal,107731,804847,2012.6,17473968.2,37705.85,3.972380952
Masoor,2018,Rabi       ,West Bengal,170200,141070,2012.6,27606440,59570,0.846666667
Mesta,2018,Kharif     ,West Bengal,10751,130963,2012.6,1743812.2,3762.85,10.75538462
Moong(Green Gram),2018,Kharif     ,West Bengal,2594,1948,2012.6,420746.8,907.9,0.79
Moong(Green Gram),2018,Rabi       ,West Bengal,965,684,2012.6,156523,337.75,0.694444444
Moong(Green Gram),2018,Summer     ,West Bengal,61018,29205,2012.6,9897119.6,21356.3,0.95
Niger seed,2018,Kharif     ,West Bengal,1184,593,2012.6,192044.8,414.4,0.493333333
Other  Rabi pulses,2018,Rabi       ,West Bengal,700,525,2012.6,113540,245,0.75
Other Kharif pulses,2018,Kharif     ,West Bengal,1840,1230,2012.6,298448,644,0.656
Peas & beans (Pulses),2018,Rabi       ,West Bengal,17100,20010,2012.6,2773620,5985,1.205714286
Potato,2018,Rabi       ,West Bengal,436042,11052272,2012.6,70726012.4,152614.7,27.25909091
Potato,2018,Summer     ,West Bengal,1635,19421,2012.6,265197,572.25,8.02
Ragi,2018,Autumn     ,West Bengal,3274,2929,2012.6,531042.8,1145.9,0.74
Rapeseed &Mustard,2018,Rabi       ,West Bengal,605933,734557,2012.6,98282332.6,212076.55,0.98
Rice,2018,Autumn     ,West Bengal,230980,609496,2012.6,37464956,80843,2.672380952
